Rank,Name,Platform,Year,Genre,Critic_Score,User_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
22198,Nishimura Kyoutarou Travel Mystery: Akugyaku no Kisetsu - Tokyo - Nanki Shirahama Renzoku Satsujin Jiken,PSP,2009.0,Adventure,,,Marvelous Interactive  ,Marvelous Interactive  ,,,0.0,,0.0
22199,Azada,PC,2007.0,Adventure,,,Encore  ,Big Fish Games  ,,0.0,,0.0,0.0
22200,Memories Off: Innocent File,NS,2018.0,Visual Novel,,,5pb  ,5pb. Games  ,,,0.0,,0.0
22201,Shadow Warrior,PC,1997.0,Shooter,,,GT Interactive  ,3D Realms  ,,0.0,,0.0,0.0
22202,We Dare: Flirty Fun For All,Wii,2011.0,Misc,,,Ubisoft  ,Ubisoft Milan  ,,0.0,,0.0,0.0
22203,King's Quest Collection,PC,2006.0,Adventure,,,Vivendi Games  ,Sierra Entertainment  ,,0.0,,0.0,0.0
22204,Madagascar 3: The Video Game,X360,2012.0,Misc,,,D3Publisher  ,Unknown  ,,0.0,,0.0,0.0
22205,Enkan no Memoria: Kakera Tomoshi,PSV,2018.0,Visual Novel,,,Dramatic Create  ,A'sRing  ,,,0.0,,0.0
22206,Sonic & All-Stars Racing Transformed,3DS,2013.0,Racing,,,Sega  ,Sumo Digital  ,,0.0,,0.0,0.0
22207,Island,PS4,2018.0,Adventure,,,Prototype  ,Prototype  ,,,0.0,,0.0
22208,Daisenryaku: Dai Toua Kouboushi - Tora Tora Tora Ware Kishuu Ni Seikou Seri,PSP,2008.0,Strategy,,,System Soft  ,System Soft  ,,,0.0,,0.0
22209,Grim Legends: The Forsaken Bride,PC,2015.0,Puzzle,,,Avanquest Software  ,Artifex Mundi  ,,0.0,,0.0,0.0
22210,Kaite Oboeru: Dora-Gana,DS,2008.0,Misc,,,Sega  ,Sega  ,,,0.0,,0.0
22211,Kung Fu Panda: Showdown of Legendary Legends,XOne,2015.0,Action,,,Little Orbit  ,Little Orbit  ,,0.0,,0.0,0.0
22212,Rhythm 'n Notes: Improve Your Music Skills,DS,2007.0,Misc,,,Agetec  ,Success  ,0.0,,,0.0,0.0
22213,Twin Sector,PC,2010.0,Action,4.2,,Headup Games  ,DNS Development  ,0.0,,,0.0,0.0
22214,Pure (JP sales),PS3,2009.0,Racing,7.0,,Disney Interactive Studios  ,Black Rock Studio  ,,,0.0,,0.0
22215,Train Simulator 2015,PC,2014.0,Action,,,Dovetail Games  ,Dovetail Games  ,,0.0,,0.0,0.0
22216,Xbox Live Arcade,XB,2004.0,Misc,,,Microsoft  ,Microsoft  ,0.0,0.0,,0.0,0.0
22217,Agatha Christie: Murder on the Orient Express,PC,2006.0,Adventure,,,The Adventure Company  ,AWE Games  ,,0.0,,0.0,0.0
22218,Franklin's Great Adventures,GBA,2006.0,Action,,,Game Factory  ,Neko Entertainment  ,0.0,0.0,,0.0,0.0
22219,Hachi-One Diver DS,DS,2009.0,Adventure,,,SilverStar  ,SilverStar Japan  ,,,0.0,,0.0
22220,Breath: Toiki wa Akaneiro,DS,2008.0,Adventure,,,Success  ,Success  ,,,0.0,,0.0
22221,Final Fantasy XI: The Vana'diel Collection,X360,2007.0,Role-Playing,,,Square Enix  ,Square Enix  ,0.0,,,0.0,0.0
22222,Age of Pirates 2: City of Abandoned Ships,PC,2009.0,Role-Playing,,,Playlogic Game Factory  ,Akella  ,0.0,,,0.0,0.0
22223,Mortal Kombat Advance,GBA,2001.0,Fighting,,,Midway Games  ,Virtucraft  ,0.0,0.0,,0.0,0.0
22224,Saikin Koishiteru?,DS,2009.0,Adventure,,,D3 Publisher  ,Microvision  ,,,0.0,,0.0
22225,The Godfather,PC,2006.0,Action,,,Electronic Arts  ,Headgate  ,,0.0,,0.0,0.0
22226,Driving Theory Training 2009/2010 Edition,DS,2009.0,Misc,,,Atari  ,Anuman Interactive  ,,0.0,,0.0,0.0
22227,Tiny Token Empires,PC,2011.0,Strategy,,,THQ  ,BiP media  ,0.0,,,0.0,0.0
22228,Magical Zunou Power!!,DS,2008.0,Action,,,D3 Publisher  ,D3 Publisher  ,,,0.0,,0.0
22229,Raven's Cry,PS3,2015.0,Role-Playing,,,TopWare Interactive  ,Reality Pump Studios  ,,0.0,,0.0,0.0
22230,Sakai Burai Kaiji: Death or Survival,DS,2008.0,Adventure,,,Compile Heart  ,Compile Heart  ,,,0.0,,0.0
22231,Strike Force Hydra,GBA,2004.0,Shooter,,,AIA  ,Awesome Developments  ,0.0,0.0,,0.0,0.0
22232,Dungeons 2,PC,2015.0,Role-Playing,,,Kalypso Media  ,Realmforge Studios  ,,0.0,,0.0,0.0
22233,LEGO Island 2: The Brickster's Revenge,GBA,2001.0,Adventure,,,LEGO Media  ,Silicon Dreams  ,0.0,0.0,,0.0,0.0
22234,ScreamRide,X360,2015.0,Simulation,,,Microsoft Studios  ,Frontier Developments  ,,0.0,,0.0,0.0
22235,The Hidden Mystery Collectives: Mystic Diary 1 & 2,PC,2011.0,Puzzle,,,Unknown  ,Big Fish Games  ,,0.0,,0.0,0.0
22236,Deception IV: The Nightmare Princess,PS4,2015.0,Action,,,Tecmo Koei  ,Koei Tecmo Games  ,,0.0,,0.0,0.0
22237,Dokapon: Monster Hunter,GBA,2001.0,Role-Playing,6.4,,AIA  ,"Asmik Ace Entertainment, Inc  ",0.0,0.0,,0.0,0.0
22238,ArmA: Gold,PC,2008.0,Strategy,,,Atari  ,Atari  ,,0.0,,0.0,0.0
22239,Shrek Smash n' Crash Racing,DS,2007.0,Racing,,,Activision  ,Torus Games  ,,0.0,,0.0,0.0
22240,World Snooker Championship: Season 2007-08,DS,2007.0,Sports,,,Blade Interactive  ,Blade Interactive  ,,0.0,,0.0,0.0
22241,Jungle Party,PSP,2010.0,Misc,,,Sony Computer Entertainment  ,SCEE  ,,0.0,,0.0,0.0
22242,Ora ga Omae o Mamoru,DS,2009.0,Platform,,,Idea Factory  ,Vingt-et-un Systems  ,,,0.0,,0.0
22243,Antz Extreme Racing,GBA,2002.0,Racing,,,Empire Interactive  ,Magic Pockets  ,0.0,0.0,,0.0,0.0
22244,Mystery P.I.: The Lottery Ticket,PC,2007.0,Puzzle,,,PopCap Games  ,SpinTop Games  ,,0.0,,0.0,0.0
22245,Fallout 2,PC,1998.0,Role-Playing,9.2,,Interplay  ,Black Isle Studios  ,,0.0,,0.0,0.0
22246,PC Engine Best Collection: Soldier Collection,PSP,2008.0,Shooter,,,Hudson Soft  ,Hudson Soft  ,,,0.0,,0.0
22247,NBA Live 08,PC,2007.0,Sports,,,EA Sports  ,EA Canada  ,,0.0,,0.0,0.0
22248,The Lost Crown: A Ghost-hunting Adventure,PC,2008.0,Adventure,,,Got Game Entertainment  ,Darkling Room  ,,0.0,,0.0,0.0
22249,Winning Post World,Wii,2009.0,Sports,,,KOEI  ,Koei  ,,,0.0,,0.0
22250,From Dust,PC,2011.0,Adventure,8.2,,Ubisoft  ,Ubisoft Montpellier  ,0.0,,,0.0,0.0
22251,GamesAid: Triple Pack,PS3,2010.0,Misc,,,Mastertronic  ,Various  ,,0.0,,0.0,0.0
22252,"Warhammer 40,000: Dawn of War - Dark Crusade",PC,2006.0,Strategy,8.8,,THQ  ,Relic  ,,0.0,,0.0,0.0
22253,WSC REAL 08: World Snooker Championship,Wii,2008.0,Sports,,,Koch Media  ,Blade Interactive  ,,0.0,,0.0,0.0
22254,Bloodbath,PS3,2014.0,Action,,,United Developers  ,Freedom Factory Studios  ,,0.0,,0.0,0.0
22255,Bratz: Super Babyz,PC,2008.0,Action,,,THQ  ,Creat Studios  ,,0.0,,0.0,0.0
22256,Memories Off 6: T-Wave,X360,2009.0,Adventure,,,5pb  ,5pb. Games  ,,,0.0,,0.0
22257,The Koala Brothers: Outback Adventures,GBA,2006.0,Action,,,Game Factory  ,Sirius Games  ,0.0,0.0,,0.0,0.0
22258,John Daly's ProStroke Golf,PC,2010.0,Sports,,,O-Games  ,Gusto Games  ,0.0,0.0,,0.0,0.0
22259,Mount & Blade: With Fire & Sword,PC,2011.0,Role-Playing,6.6,,Paradox Interactive   ,Snowberry Connection and Sich Studio  ,0.0,,,0.0,0.0
22260,Pokémon Rumble U,WiiU,2013.0,Action,5.7,,Nintendo  ,Ambrella  ,,0.0,,0.0,0.0
22261,The Incredible Hulk,PC,2008.0,Action,,,Sega  ,Edge of Reality  ,,0.0,,0.0,0.0
22262,Thief: Deadly Shadows,PC,2005.0,Misc,,,Eidos Interactive  ,Ion Storm  ,,0.0,,0.0,0.0
22263,Tonari ni Kanojo no Iru Shiawase: Winter Guest,PS4,2018.0,Adventure,,,Entergram  ,Entergram  ,,,0.0,,0.0
22264,Hitsuji Kunnara Kiss Shite Ageru *,PSP,2009.0,Adventure,,,CyberFront  ,CyberFront  ,,,0.0,,0.0
22265,The Three Stooges,GBA,2002.0,Action,,,Metro 3D  ,Cinemaware  ,0.0,0.0,,0.0,0.0
22266,My French Coach Level 2,DS,2007.0,Misc,,,Ubisoft  ,Sensory Sweep Studios  ,,0.0,,0.0,0.0
22267,Racing Team Manager,PC,2008.0,Racing,,,Kalypso  ,Kalypso Media  ,,0.0,,0.0,0.0
22268,Diva Girls: Diva Dancers,DS,2009.0,Misc,,,505 Games  ,505 Games  ,,0.0,,0.0,0.0
22269,Rika-Chan DS Motto! Onna no Ko Lesson: Oshare Oshigoto Otetsudai Daisuki!,DS,2009.0,Misc,,,Takara Tomy   ,Takara Tomy  ,,,0.0,,0.0
22270,Adventure Time: The Secret of the Nameless Kingdom,PS3,2014.0,Adventure,,,Little Orbit  ,WayForward Technologies  ,0.0,,,0.0,0.0
22271,Funfair Party Games,3DS,2013.0,Party,,,Joindots  ,Avanquest Software  ,,0.0,,0.0,0.0
22272,Jazz Jackrabbit,GBA,2003.0,Action,6.8,,Jaleco  ,Game Titan  ,0.0,0.0,,0.0,0.0
22273,Flips: Too Ghoul for School,DS,2009.0,Misc,,,Electronic Arts  ,Electronic Arts  ,,0.0,,0.0,0.0
22274,Hooligans,PC,2002.0,Strategy,,,Hip Interactive  ,Darxabre  ,,0.0,,0.0,0.0
22275,Until Dawn,PS3,2014.0,Adventure,,,Sony Computer Entertainment America  ,Supermassive Games Ltd.  ,,0.0,,0.0,0.0
22276,Championship Manager 2006,PC,2006.0,Sports,,,Eidos Interactive  ,Beautiful Game Studios  ,,0.0,,0.0,0.0
22277,Jewel Time Deluxe,PC,2011.0,Puzzle,,,O-Games  ,O Games  ,,0.0,,0.0,0.0
22278,Scooby-Doo 2: Monsters Unleashed,PC,2004.0,Action,,,THQ  ,THQ  ,,0.0,,0.0,0.0
22279,Capcom Classics Mini Mix,GBA,2006.0,Misc,6.5,,Capcom  ,Capcom  ,0.0,0.0,,0.0,0.0
22280,Diabolik: The Original Sin,DS,2009.0,Adventure,,,Black Bean Games  ,Artematica Entertainment  ,,0.0,,0.0,0.0
22281,Lara Croft Tomb Raider: The Angel of Darkness,PC,2003.0,Action,,,Eidos Interactive  ,Core Design Ltd.  ,,0.0,,0.0,0.0
22282,Snoopy DS: Snoopy to Nakama Tachi ni Ai ni Ikou!,DS,2008.0,Action,,,Square Enix  ,Square Enix  ,,,0.0,,0.0
22283,Ford Bold Moves Street Racing,PS2,2006.0,Racing,,,Eidos Interactive  ,Razorworks Studios  ,0.0,0.0,,0.0,0.0
22284,Youda Farmer,DS,2010.0,Puzzle,,,Foreign Media Games  ,Youda Games  ,,0.0,,0.0,0.0
22285,Call of Atlantis,DS,2020.0,Puzzle,,,Unknown  ,Foreign Media Games  ,,0.0,,0.0,0.0
22286,Driv3r,PC,2005.0,Racing,,,Atari  ,Reflections Interactive  ,,0.0,,0.0,0.0
22287,Mr Bean,DS,2008.0,Platform,,,Blast! Entertainment Ltd  ,Blast! Entertainment Ltd  ,,0.0,,0.0,0.0
22288,Thrillville: Off the Rails,PC,2007.0,Strategy,8.1,,LucasArts  ,Frontier Developments  ,,0.0,,0.0,0.0
22289,World Snooker Championship 2005,PC,2005.0,Sports,,,Sega  ,Blade Interactive  ,,0.0,,0.0,0.0
22290,Another Time Another Leaf: Kagami no Naka no Tantei,DS,2009.0,Adventure,,,Arc System Works  ,Killaware  ,,,0.0,,0.0
22291,Ben 10 Omniverse 2,Wii,2013.0,Fighting,,,D3 Publisher  ,High Voltage Software  ,0.0,0.0,,0.0,0.0
22292,Bridge Training,DS,2009.0,Misc,,,Atari  ,Atari  ,,0.0,,0.0,0.0
22293,Defender of the Crown,GBA,2002.0,Strategy,6.8,,Metro 3D  ,Crawfish Interactive  ,0.0,0.0,,0.0,0.0
22294,Postman Pat,DS,2008.0,Adventure,,,Blast! Entertainment Ltd  ,The Code Monkeys  ,,0.0,,0.0,0.0
22295,The Hobbit,PC,2003.0,Adventure,,,Sierra Entertainment  ,Midway Studios - Austin  ,,0.0,,0.0,0.0
22296,Days of Thunder: NASCAR Edition,PS3,2011.0,Racing,,,505 Games  ,Piranha Games  ,0.0,,,0.0,0.0
22297,FIFA Manager 09,PC,2008.0,Sports,,,Electronic Arts  ,Bright Future GmbH  ,,0.0,,0.0,0.0
22298,Sekai Fushigi Hakken DS: Densetsu no Hitoshi-kun Ningyou o Sagase,DS,2009.0,Puzzle,,,FuRyu Corporation  ,FuRyu Corporation  ,,,0.0,,0.0
22299,Touch Darts,DS,2008.0,Misc,,,Agetec  ,Full Fat  ,,0.0,,0.0,0.0
22300,Nearwood,PC,2014.0,Adventure,,,Viva Media  ,MagicIndie  ,,0.0,,0.0,0.0
22301,Doala de Wii,Wii,2009.0,Misc,,,Tera Box  ,Tera Box  ,,,0.0,,0.0
22302,Fired Up,PSP,2005.0,Action,,,Sony Computer Entertainment  ,SCEE London Studio  ,,0.0,,0.0,0.0
22303,Go! Princess PreCure Sugar Oukoku to 6-nin no Princess!,3DS,2015.0,Action,,,Bandai Namco Games  ,Bandai Namco Games  ,,,0.0,,0.0
22304,IQ Trainer,DS,,Misc,,,Unknown  ,DreamCatcher Interactive  ,0.0,,,0.0,0.0
22305,Transformers: War for Cybertron,PC,2010.0,Action,7.4,,Activision  ,High Moon Studios  ,,0.0,,0.0,0.0
22306,Captain Blood,X360,2010.0,Action,,,Playlogic Game Factory  ,SeaWolf  ,0.0,,,0.0,0.0
22307,Cruis'n Velocity,GBA,2001.0,Racing,5.3,,Midway Games  ,Graphic State  ,0.0,0.0,,0.0,0.0
22308,Myst: Masterpiece Edition,PC,1999.0,Adventure,,,Red Orb  ,Cyan Worlds  ,,0.0,,0.0,0.0
22309,The Sims 2: FreeTime,PC,2008.0,Simulation,,,Electronic Arts  ,Maxis  ,,0.0,,0.0,0.0
22310,The Tower SP,GBA,2006.0,Simulation,,,Sega  ,VIVARIUM Inc.  ,0.0,0.0,,0.0,0.0
22311,I did it Mum! Picture Book,DS,2008.0,Misc,,,505 Games  ,Starfish Inc.  ,,0.0,,0.0,0.0
22312,Lost Planet: Extreme Condition Colonies Edition,X360,2008.0,Shooter,7.8,,Capcom  ,Capcom  ,,0.0,,0.0,0.0
22313,FIFA Manager 08,PC,2007.0,Sports,,,EA Sports  ,Bright Future GmbH  ,,0.0,,0.0,0.0
22314,Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,2004.0,Action,,,Ubisoft  ,Ubisoft Shanghai  ,,0.0,,0.0,0.0
22315,Kingdom Hearts HD I.5 + II.5 ReMIX,PS4,2017.0,Action,,,Square Enix  ,Square Enix  ,,0.0,,0.0,0.0
22316,Terminator Salvation,PC,2009.0,Shooter,,,Warner Bros. Interactive  ,GRIN  ,,0.0,,0.0,0.0
22317,Watchmen: The End is Nigh,PSN,2009.0,Action,,,Warner Bros. Interactive  ,Deadline Games  ,,0.0,,0.0,0.0
22318,WRC 4: FIA World Rally Championship,PSV,2014.0,Racing,,,Bigben Interactive  ,Milestone S.r.l.  ,,0.0,,0.0,0.0
22319,AGEOD's American Civil War: 1861-1865 - The Blue and the Gray,PC,2008.0,Strategy,,,Take-Two Interactive  ,Paradox Interactive  ,,0.0,,0.0,0.0
22320,Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,PS2,2009.0,Simulation,,,System Soft  ,System Soft  ,,,0.0,,0.0
22321,Grand Trucker Aniki: Shigoto to Kenka to Koimoyou,DS,2009.0,Racing,,,Genterprise  ,Rize Dragon  ,,,0.0,,0.0
22322,Mystery Case Files: Prime Suspects,PC,2006.0,Adventure,,,Big Fish Games  ,Big Fish Games  ,,0.0,,0.0,0.0
22323,Silent Hill 3,PC,2003.0,Adventure,,,Konami  ,Team Silent  ,,0.0,,0.0,0.0
22324,Phalanx,GBA,2001.0,Shooter,5.0,,Kemco  ,Zoom Inc.  ,0.0,0.0,,0.0,0.0
22325,Phil of the Future,GBA,2006.0,Platform,,,Buena Vista  ,Handheld Games  ,0.0,0.0,,0.0,0.0
22326,The Game Show,OSX,,Misc,,,Unknown  ,Computer Advanced Ideas  ,,,,,
22327,Vanguard: Saga of Heroes,PC,2007.0,Role-Playing,,,Sony Online Entertainment  ,Sigil Games Online/Sony Online Entertainment  ,,0.0,,0.0,0.0
22328,CSI: Miami,PC,2004.0,Adventure,,,Ubisoft  ,369 Interactive  ,,0.0,,0.0,0.0
22329,Monster Rancher Advance,GBA,2001.0,Simulation,,,Tecmo  ,Tecmo  ,0.0,0.0,,0.0,0.0
22330,Brothers In Arms: Earned in Blood,PC,2005.0,Shooter,,,Ubisoft  ,Gearbox Software  ,,0.0,,0.0,0.0
22331,Championship Manager 2007,PSP,2007.0,Sports,,,Eidos Interactive  ,Beautiful Game Studios  ,,0.0,,0.0,0.0
22332,Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking,DS,2010.0,Simulation,,,Konami  ,Konami  ,,,0.0,,0.0
22333,DOOM VFR,PC,2017.0,Shooter,,,Bethesda Softworks  ,id Software  ,,0.0,,0.0,0.0
22334,Shaun the Sheep: Off His Head,DS,2009.0,Adventure,,,D3 Publisher  ,Aardman Animations  ,,0.0,,0.0,0.0
22335,The Hip Hop Dance Experience,Wii,2012.0,Music,,,Ubisoft  ,iNiS  ,,0.0,,0.0,0.0
22336,M.C. Kids,NES,,Platform,,,Unknown  ,Virgin Interactive  ,0.0,,,,0.0
22337,Sid Meier's Civilization II,PC,1996.0,Strategy,9.1,9.7,Microprose  ,MPS Labs  ,,0.0,,0.0,0.0
22338,SUPERBEAT: XONiC,PSV,2015.0,Music,,,PM Studios  ,Nurijoy  ,,0.0,,0.0,0.0
22339,Tom Clancy's Ghost Recon Advanced Warfighter,PC,2006.0,Shooter,,,Ubisoft  ,GRIN  ,,0.0,,0.0,0.0
22340,Bee Movie Game,PC,2007.0,Action,,,Activision  ,Beenox  ,0.0,,,0.0,0.0
22341,Underwater Attack,DS,2008.0,Shooter,,,UFO Interactive  ,Cyber Planet Interactive  ,0.0,,,0.0,0.0
22342,Dance Party: Club Hits,Wii,2009.0,Misc,,,Nordic Games  ,Broadsword Interactive  ,,0.0,,0.0,0.0
22343,PDC World Championship Darts 2009,DS,2009.0,Sports,,,O-Games  ,Rebellion Developments  ,,0.0,,0.0,0.0
22344,Slingo Quest,DS,2008.0,Puzzle,,,Mumbo Jumbo  ,Mac Play  ,0.0,,,,0.0
22345,Myst V: End of Ages,PC,2005.0,Adventure,,,Ubisoft  ,Cyan Worlds  ,,0.0,,0.0,0.0
22346,Okada Toshio no Itsumademo DEBU to Omounayo: DS Recording Diet,DS,2008.0,Misc,,,Rocket Company  ,Rocket Company  ,,,0.0,,0.0
22347,Tetris Ultimate,PSV,2015.0,Puzzle,,,Ubisoft  ,Ubisoft Montreal  ,,0.0,,0.0,0.0
22348,Mystic Legacy: The Great Ring,PC,2015.0,Puzzle,,,Big Fish Games  ,Big Fish Games  ,,0.0,,0.0,0.0
22349,Will O' Wisp DS,DS,2009.0,Adventure,,,Idea Factory  ,Idea Factory  ,,,0.0,,0.0
22350,Dark Messiah Might and Magic,PC,2006.0,Role-Playing,7.3,,Ubisoft  ,Arkane Studios / Floodgate Entertainment / Kuju Entertainment  ,,0.0,,0.0,0.0
22351,Paint by DS,DS,2008.0,Puzzle,,,Mercury Games  ,Ertain  ,,0.0,,0.0,0.0
22352,Ship Simulator 2006,PC,2006.0,Simulation,,,DreamCatcher Interactive  ,VSTEP  ,,0.0,,0.0,0.0
22353,Ayaka Shibito Portable,PSP,2009.0,Adventure,,,Dimple Entertainment  ,HuneX  ,,,0.0,,0.0
22354,Pink Panther: Pinkadelic Pursuit,GBA,2002.0,Platform,,,DreamCatcher Interactive  ,Super Empire  ,0.0,0.0,,0.0,0.0
22355,Pure (JP sales),X360,2009.0,Racing,7.0,,Disney Interactive Studios  ,Black Rock Studio  ,,,0.0,,0.0
22356,Zettai Meikyuu: Himitsu no Oya Yubi Hime,PSV,2015.0,Action,,,Views  ,Unknown  ,,,0.0,,0.0
22357,Dark Fall: Lights Out - The Director's Cut Edition,PC,2009.0,Adventure,,,Iceberg Interactive  ,XXV Productions  ,,0.0,,0.0,0.0
22358,F.E.A.R.,PC,2005.0,Shooter,,,Sierra Entertainment  ,Monolith Productions  ,,0.0,,0.0,0.0
22359,Item Getter: Bokura no Kagaku to Mahou no Kankei,DS,2009.0,Role-Playing,,,5pb  ,Genterprise  ,,,0.0,,0.0
22360,Tom Clancy's Splinter Cell: Chaos Theory,PC,2005.0,Action,,,Ubisoft  ,Ubisoft Montreal  ,,0.0,,0.0,0.0
22361,Toy Story 3: The Video Game,PC,2010.0,Action,,,Disney Interactive Studios  ,Avalanche Software  ,,0.0,,0.0,0.0
22362,My Pet Hotel 2,DS,2008.0,Simulation,,,Eidos Interactive  ,DTP Entertainment  ,,0.0,,0.0,0.0
22363,Stronghold Crusader,PC,2002.0,Strategy,,,Gathering of Developers  ,FireFly Studios  ,,0.0,,0.0,0.0
22364,World Racing 2,XB,2006.0,Racing,,,Evolved Games  ,Synetic  ,0.0,0.0,,0.0,0.0
22365,Dogz 5,PC,2002.0,Simulation,,,Ubisoft  ,PF.Magic  ,,0.0,,0.0,0.0
22366,GTR 2: FIA GT Racing Game,PC,2006.0,Racing,,,10TACLE Studios  ,SimBin  ,,0.0,,0.0,0.0
22367,Strawberry Shortcake Sweet Dreams,GBA,2006.0,Action,,,Majesco  ,Gorilla Games  ,0.0,0.0,,0.0,0.0
22368,Strikers 1945 Plus Portable,PSP,2009.0,Shooter,,,Arc System Works  ,Psikyo / X-Nauts  ,,,0.0,,0.0
22369,Sukashishipanman DS: Shokotak Koto Nakagawa Shouko Produce!,DS,2009.0,Misc,,,Interchannel  ,Interchannel  ,,,0.0,,0.0
22370,WWII: Battle Over The Pacific,PSP,2008.0,Simulation,,,Midas Interactive Entertainment  ,Midas Interactive Entertainment  ,,0.0,,0.0,0.0
22371,Chessmaster: Grandmaster Edition,PC,2007.0,Strategy,,,Ubisoft  ,Ubisoft  ,,0.0,,0.0,0.0
22372,Knockout Party,Wii,2009.0,Puzzle,,,Ubisoft  ,Ubisoft  ,,0.0,,0.0,0.0
22373,Naval War: Arctic Circle,PC,2012.0,Strategy,,,Paradox Interactive   ,Turbo Tape Games  ,,0.0,,0.0,0.0
22374,Samantha Swift and the Secret Scroll,Wii,2010.0,Adventure,,,Mumbo Jumbo  ,MumboJumbo  ,0.0,,,0.0,0.0
22375,The History Channel: Great Battles of Rome,PSP,2007.0,Strategy,,,Black Bean Games  ,Slitherine Software  ,,0.0,,0.0,0.0
22376,Combat Wings: Battle of Britain,PC,2008.0,Simulation,,,Navarre Corp  ,City Interactive  ,,0.0,,0.0,0.0
22377,NFL Blitz 20-03,GBA,2002.0,Sports,,,Midway Games  ,OutLook Entertainment  ,0.0,0.0,,0.0,0.0
22378,Tiger Woods PGA Tour 07,PC,2006.0,Sports,7.8,,EA Sports  ,EA Redwood Shores  ,,0.0,,0.0,0.0
22379,Immortal Cities: Children of the Nile,PC,2004.0,Strategy,,,Myelin Media  ,"Tilted Mill Entertainment, Inc.  ",,0.0,,0.0,0.0
22380,Real Crimes: Jack the Ripper,PC,2010.0,Puzzle,,,Virtual Playground  ,Virtual Playground  ,,0.0,,0.0,0.0
22381,Shonen Jump's One Piece: Pirates Carnival,PS2,2006.0,Misc,,,Namco Bandai  ,High Horse Entertainment  ,0.0,0.0,,0.0,0.0
22382,Buzz! Brain of the UK,PSP,2009.0,Misc,,,Sony Computer Entertainment  ,Relentless Software  ,,0.0,,0.0,0.0
22383,Jagged Alliance,DS,2009.0,Strategy,,,Atari  ,Strategy First / Cypron Studios  ,0.0,,,,0.0
22384,My Spanish Coach,Wii,2007.0,Misc,,,Ubisoft  ,Sensory Sweep Studios  ,,0.0,,0.0,0.0
22385,Supermarket Mania,PC,2009.0,Simulation,,,Viva Media  ,"Alawar Entertainment, Inc.  ",,0.0,,0.0,0.0
22386,Civilization IV: The Complete Edition,PC,2009.0,Strategy,,,Take-Two Interactive  ,Firaxis Games  ,,0.0,,0.0,0.0
22387,Gakken Europa 4: Kokugo Sanmai DS,DS,2010.0,Misc,,,Gakken  ,Gakken  ,,,0.0,,0.0
22388,Hyakko: Yorozuya Jikenbo!,PS2,2009.0,Adventure,,,5pb  ,Genterprise  ,,,0.0,,0.0
22389,Matchbox Missions: 2 Game Pack!,GBA,2006.0,Misc,,,DSI Games  ,Gravity-I  ,0.0,0.0,,0.0,0.0
22390,XIII,PC,2003.0,Shooter,,,Ubisoft  ,Ubisoft Paris  ,,0.0,,0.0,0.0
22391,Championship Manager 2008,PC,2007.0,Sports,,,GamersGate  ,Beautiful Game Studios  ,,0.0,,0.0,0.0
22392,James Pond: Codename RoboCod,DS,2008.0,Platform,,,Codemasters  ,Creature Labs  ,,0.0,,0.0,0.0
22393,Simple DS Series Vol. 44: The Gal Mahjong,DS,2008.0,Puzzle,,,D3 Publisher  ,"Affect Co., Ltd.  ",,,0.0,,0.0
22394,Pachi & Slot Hisshoubon DS,DS,2009.0,Misc,,,Dorart  ,Dorart  ,,,0.0,,0.0
22395,Phil Taylor's Power Play Darts,DS,2011.0,Sports,,,Unknown  ,Funbox Media  ,,0.0,,0.0,0.0
22396,Prison Break: The Conspiracy,PC,2010.0,Adventure,2.5,,Deep Silver  ,ZootFly  ,,0.0,,0.0,0.0
22397,Star Trek: Bridge Commander,PC,2002.0,Simulation,,,Activision  ,Totally Games  ,,0.0,,0.0,0.0
22398,Princess Maker 4 Special Edition,DS,2008.0,Role-Playing,,,CyberFront  ,Gainax  ,,,0.0,,0.0
22399,Super Bubble Pop,GBA,2003.0,Puzzle,,,Jaleco  ,Runecraft  ,0.0,0.0,,0.0,0.0
22400,Vin Diesel: Wheelman,PC,2009.0,Racing,6.5,,Ubisoft  ,Tigon  ,,0.0,,0.0,0.0
22401,Hasbro Family Game Night,XBL,2009.0,Misc,,,Electronic Arts  ,EA Bright Light  ,,0.0,,0.0,0.0
22402,Alpha Prime,PC,2007.0,Shooter,,,Meridian4  ,Black Element  ,,0.0,,0.0,0.0
22403,Driving Simulator,PC,2010.0,Racing,,,Excalibur Publishing  ,Excalibur Publishing Limited  ,,0.0,,,0.0
22404,Juujimoto Ripputai Sypher Portable,PSP,2009.0,Adventure,,,Abel  ,Abel Software  ,,,0.0,,0.0
22405,Origin and Fate - 5 Game Pack,PC,2014.0,Misc,,,Focus  ,Focus Home Interactive  ,,0.0,,0.0,0.0
22406,Youda Safari,DS,2011.0,Simulation,,,Foreign Media Games  ,Foreign Media Games  ,,0.0,,0.0,0.0
22407,Brain Challenge,PSN,2008.0,Misc,,,Ubisoft  ,Gameloft  ,,0.0,,0.0,0.0
22408,Nostradamus: The Last Prophecy,PC,2007.0,Adventure,,,MC2 Entertainment  ,Kheops Studio  ,,0.0,,0.0,0.0
