Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011,Role-Playing,7.6,Atlus  ,Career Soft  ,0.34,0.01,0.06,0.04,0.45
Hey! Pikmin,3DS,2017,Platform,6.8,Nintendo  ,Arzest  ,0.17,0.08,0.17,0.03,0.45000000000000007
Chocobo Racing,PS,1999,Racing,5.4,Square EA  ,SquareSoft  ,0.07,0.05,0.3,0.03,0.44999999999999996
Star Fox: Zero,WiiU,2016,Shooter,6.7,Nintendo  ,Nintendo EPD  ,0.2,0.12,0.09,0.03,0.44000000000000006
Infinite Undiscovery,X360,2008,Role-Playing,6.8,Square Enix  ,tri-Ace  ,0.34,0.18,0.12,0.06,0.7
Tetris Axis,3DS,2011,Puzzle,7.8,Nintendo  ,Hudson Soft  ,0.2,0.14,0.06,0.03,0.43000000000000005
Samurai Warriors 3,Wii,2010,Action,5.1,Nintendo  ,Omega Force  ,0.09,0.02,0.32,0.01,0.44
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,7.0,Konami  ,Konami  ,0.19,0.07,0.12,0.05,0.43
2014 FIFA World Cup Brazil,X360,2014,Sports,7.3,EA Sports  ,EA Canada  ,0.15,0.25,0.0,0.03,0.43000000000000005
Eternal Sonata,PS3,2008,Role-Playing,8.3,Namco Bandai  ,Tri-Crescendo  ,0.19,0.12,0.07,0.05,0.43
Hyperdimension Neptunia,PS3,2011,Role-Playing,5.3,NIS America  ,Compile Heart  ,0.22,0.1,0.07,0.04,0.43
The Darkness,X360,2007,Shooter,8.3,2K Games  ,Starbreeze  ,0.36,0.04,0.01,0.03,0.43999999999999995
007: Quantum of Solace,PS2,2008,Shooter,7.8,Activision  ,Treyarch  ,0.17,0.0,0.0,0.26,0.43000000000000005
OkamiDen,DS,2011,Adventure,8.3,Capcom  ,Capcom  ,0.21,0.07,0.13,0.02,0.43000000000000005
Mischief Makers,N64,1997,Platform,6.5,Nintendo  ,"Treasure Co., Ltd.  ",0.25,0.06,0.07,0.06,0.44
Castlevania: Dawn of Sorrow,DS,2005,Platform,8.9,Konami  ,Konami  ,0.34,0.03,0.03,0.03,0.43000000000000005
NBA 2K18,NS,2017,Sports,7.5,2K Sports  ,Visual Concepts  ,0.3,0.06,0.03,0.04,0.43
Doom (2016),NS,2017,Shooter,8.2,Bethesda Softworks  ,id Software  ,0.24,0.15,0.01,0.04,0.44
Atelier Totori: The Adventurer of Arland,PS3,2011,Role-Playing,7.8,NIS America  ,Gust  ,0.12,0.07,0.21,0.03,0.43000000000000005
Def Jam Icon,PS3,2007,Action,6.6,Electronic Arts  ,Unknown  ,0.16,0.19,0.0,0.07,0.42
Sin and Punishment: Star Successor,Wii,2010,Shooter,8.4,Nintendo  ,"Treasure Co., Ltd.  ",0.19,0.14,0.06,0.03,0.42000000000000004
2010 FIFA World Cup South Africa,Wii,2010,Sports,6.8,EA Sports  ,EA Canada  ,0.23,0.15,0.01,0.04,0.43
Star Ocean: The Last Hope,X360,2009,Role-Playing,7.3,Square Enix  ,tri-Ace  ,0.32,0.2,0.21,0.06,0.79
Castlevania: Curse of Darkness,PS2,2005,Action,7.2,Konami  ,Konami  ,0.18,0.14,0.05,0.05,0.42
Vanquish,X360,2010,Shooter,8.3,Sega  ,PlatinumGames  ,0.19,0.16,0.03,0.04,0.42
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,8.0,Konami  ,Konami  ,0.22,0.09,0.04,0.07,0.42
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,8.7,Capcom  ,Capcom  ,0.18,0.16,0.03,0.04,0.41
Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,7.4,Atari  ,Dimps Corporation  ,0.26,0.08,0.13,0.07,0.54
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,8.6,Konami  ,Konami Computer Entertainment Japan  ,0.15,0.12,0.11,0.04,0.42
Radiata Stories,PS2,2005,Role-Playing,7.7,Square Enix  ,tri-Ace  ,0.18,0.14,0.29,0.05,0.66
BlazBlue: Continuum Shift,PS3,2010,Fighting,8.7,Aksys Games  ,Arc System Works  ,0.21,0.08,0.09,0.04,0.42
Ogre Battle 64: Person of Lordly Caliber,N64,2000,Role-Playing,9.1,Atlus  ,Quest Corporation  ,0.1,0.02,0.25,0.04,0.41
Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,9.2,Atlus  ,Atlus  ,0.34,0.04,0.36,0.08,0.82
NiGHTS: Journey of Dreams,Wii,2007,Platform,7.0,Sega  ,Sonic Team  ,0.32,0.02,0.04,0.03,0.41000000000000003
Armored Core,PS,1997,Simulation,7.2,Sony Computer Entertainment  ,From Software  ,0.13,0.09,0.16,0.03,0.41000000000000003
Katamari Forever,PS3,2009,Puzzle,7.3,Namco Bandai  ,Bandai Namco Games  ,0.26,0.05,0.06,0.04,0.41
Nintendo Labo: Toy-Con 03 Vehicle Kit,NS,2018,Racing,7.0,Nintendo  ,Nintendo EPD  ,0.16,0.15,0.06,0.03,0.4
Battlefield 2: Modern Combat,X360,2006,Shooter,7.8,Electronic Arts  ,Digtal Illusions  ,0.35,0.02,0.01,0.03,0.41000000000000003
Rune Factory 3: A Fantasy Harvest Moon,DS,2010,Role-Playing,8.0,Natsume  ,Neverland Company  ,0.26,0.03,0.1,0.02,0.41000000000000003
Overlord,X360,2007,Adventure,7.7,Codemasters  ,Triumph Studios  ,0.34,0.03,0.01,0.03,0.41000000000000003
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Action,7.5,Konami  ,Konami  ,0.27,0.01,0.09,0.03,0.4
Project X Zone,3DS,2013,Role-Playing,6.5,Namco Bandai Games  ,Banpresto  ,0.18,0.04,0.15,0.02,0.39
Tales of Legendia,PS2,2006,Role-Playing,7.2,Namco  ,Namco / Team MelFes  ,0.07,0.05,0.35,0.02,0.49
Castlevania: Portrait of Ruin,DS,2006,Platform,8.5,Konami  ,Konami  ,0.31,0.02,0.04,0.03,0.4
No More Heroes 2: Desperate Struggle,Wii,2010,Action,8.5,Ubisoft  ,Grasshopper Manufacture  ,0.2,0.11,0.04,0.03,0.38
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,4.3,Ubisoft  ,Ubisoft  ,0.25,0.07,0.05,0.03,0.4
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Adventure,6.7,Square Enix  ,Square Enix  ,0.21,0.08,0.08,0.03,0.4
NBA Live 09,PSP,2008,Sports,6.1,Electronic Arts  ,EA Canada  ,0.23,0.07,0.03,0.06,0.39000000000000007
Dungeon Siege III,PS3,2011,Role-Playing,7.3,Square Enix  ,Obsidian Entertainment  ,0.17,0.13,0.03,0.06,0.39000000000000007
Chibi-Robo! Plug into Adventure!,GC,2006,Adventure,7.4,Nintendo  ,skip Ltd.  ,0.23,0.06,0.09,0.01,0.39
Advance Wars: Dual Strike,DS,2005,Strategy,9.0,Nintendo  ,Intelligent Systems  ,0.3,0.03,0.04,0.03,0.3999999999999999
LocoRoco,PSP,2006,Platform,8.1,Sony Computer Entertainment  ,SCE Japan Studio  ,0.14,0.05,0.16,0.03,0.38
Red Faction: Armageddon,X360,2011,Shooter,7.1,THQ  ,Volition Inc.  ,0.18,0.16,0.01,0.04,0.38999999999999996
Hitman: Blood Money,X360,2006,Action,8.1,Eidos Interactive  ,IO Interactive  ,0.29,0.06,0.01,0.03,0.39
Metal Gear Solid: Snake Eater 3D,3DS,2012,Action-Adventure,7.9,Konami Digital Entertainment  ,Konami Computer Entertainment Japan  ,0.15,0.12,0.1,0.02,0.39
Wii Sports Club,WiiU,2014,Sports,6.7,Nintendo  ,Nintendo  ,0.17,0.14,0.04,0.03,0.38
Ghost Trick: Phantom Detective,DS,2011,Adventure,8.2,Capcom  ,Capcom  ,0.17,0.08,0.12,0.02,0.39
Grandia Xtreme,PS2,2002,Role-Playing,6.7,Enix  ,Game Arts  ,0.07,0.05,0.25,0.02,0.39
Pro Evolution Soccer 2011 3D,3DS,2011,Sports,7.5,Konami  ,Konami  ,0.11,0.13,0.11,0.02,0.37
Pokémon Channel,GC,2003,Adventure,5.2,Nintendo  ,Ambrella  ,0.24,0.06,0.07,0.01,0.38
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,7.5,Sega  ,Sega  ,0.2,0.04,0.11,0.03,0.38
Bionic Commando,X360,2009,Adventure,7.1,Capcom  ,GRIN  ,0.12,0.12,0.01,0.03,0.28
EA Sports MMA,PS3,2010,Fighting,7.6,EA Sports  ,EA Tiburon  ,0.16,0.14,0.01,0.06,0.37000000000000005
Burnout Paradise Remastered,PS4,2018,Racing,8.0,Electronic Arts  ,Stellar Entertainment  ,0.08,0.22,0.01,0.06,0.37
Super Street Fighter IV: Arcade Edition,X360,2011,Fighting,8.6,Capcom  ,Capcom / Dimps Corporation  ,0.12,0.03,0.03,0.01,0.19
The World Ends With You,DS,2008,Role-Playing,8.6,Square Enix  ,Square Enix  ,0.49,0.04,0.21,0.04,0.78
Shin Megami Tensei IV: Apocalypse,3DS,2016,Role-Playing,8.1,Atlus  ,Atlus  ,0.15,0.05,0.16,0.02,0.38
Dungeon Siege III,X360,2011,Role-Playing,7.2,Square Enix  ,Obsidian Entertainment  ,0.21,0.12,0.01,0.03,0.37
Tomb Raider: Legend,X360,2006,Action,8.1,Eidos Interactive  ,Crystal Dynamics  ,0.27,0.07,0.01,0.03,0.38
Rune Factory: Frontier,Wii,2009,Role-Playing,7.9,Xseed Games  ,Neverland Company  ,0.16,0.13,0.04,0.03,0.36
Sonic Lost World,WiiU,2013,Platform,6.0,Sega  ,Sonic Team  ,0.2,0.13,0.01,0.03,0.37
Fragile Dreams: Farewell Ruins of the Moon,Wii,2010,Role-Playing,6.7,Xseed Games  ,Tri-Crescendo  ,0.16,0.12,0.06,0.03,0.37
Wanted: Weapons of Fate,X360,2009,Shooter,6.2,Warner Bros. Interactive  ,GRIN  ,0.17,0.15,0.0,0.04,0.36
Castlevania: Order of Ecclesia,DS,2008,Platform,8.2,Konami  ,Konami  ,0.27,0.03,0.04,0.03,0.37
Tekken Hybrid,PS3,2011,Fighting,4.0,Namco  ,Namco Bandai Games  ,0.21,0.07,0.04,0.04,0.36
LocoRoco 2,PSP,2009,Platform,8.5,Sony Computer Entertainment  ,SCE Japan Studio  ,0.21,0.09,0.01,0.05,0.36
BlazBlue: Calamity Trigger,X360,2009,Fighting,8.5,Aksys Games  ,Arc System Works  ,0.21,0.08,0.04,0.03,0.36
The Wonderful 101,WiiU,2013,Action,8.0,Nintendo  ,PlatinumGames  ,0.15,0.11,0.08,0.02,0.36000000000000004
Nintendo Labo: Toy-Con 02 Robot Kit,NS,2018,Action,7.0,Nintendo  ,Nintendo EPD  ,0.18,0.08,0.08,0.03,0.37
Harvest Moon: The Tale of Two Towns,3DS,2011,Simulation,6.3,Natsume  ,Marvelous Interactive  ,0.28,0.0,0.05,0.02,0.35000000000000003
Formula 1 Championship Edition,PS,1997,Racing,8.5,Sony Computer Entertainment  ,Bizarre Creations  ,0.06,0.04,0.23,0.02,0.35000000000000003
Trauma Center: Under the Knife,DS,2005,Simulation,8.0,Atlus  ,Atlus Co.  ,0.3,0.01,0.02,0.03,0.36
Suikoden V,PS2,2006,Role-Playing,7.9,Konami  ,Hudson Soft  ,0.08,0.06,0.19,0.02,0.35000000000000003
Call of Duty: Ghosts,WiiU,2013,Shooter,8.8,Activision  ,Infinity Ward  ,0.22,0.09,0.01,0.03,0.35
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,5.0,Namco Bandai Games  ,Arc System Works  ,0.13,0.03,0.17,0.02,0.35000000000000003
Persona 2: Eternal Punishment,PS,2000,Role-Playing,8.7,Atlus  ,Atlus Co.  ,0.03,0.02,0.28,0.02,0.35000000000000003
Dead or Alive 5 Last Round,PS4,2015,Fighting,7.1,Tecmo Koei  ,Team Ninja  ,0.09,0.13,0.09,0.04,0.35
Metal Gear Solid: The Twin Snakes,GC,2004,Action,8.1,Konami  ,Silicon Knights  ,0.3,0.08,0.07,0.01,0.46
Terminator Salvation,X360,2009,Shooter,5.2,Warner Bros. Interactive  ,Halcyon  ,0.13,0.18,0.0,0.04,0.35
EverGrace,PS2,2000,Role-Playing,6.2,Agetec  ,From Software  ,0.1,0.08,0.15,0.03,0.36
Def Jam Icon,X360,2007,Action,6.3,Electronic Arts  ,Unknown  ,0.3,0.01,0.0,0.03,0.33999999999999997
Dynasty Warriors 5 Empires,PS2,2006,Action,6.3,KOEI  ,Omega Force  ,0.11,0.09,0.12,0.03,0.35
Battalion Wars 2,Wii,2007,Strategy,7.7,Nintendo  ,Kuju Entertainment  ,0.22,0.02,0.08,0.02,0.34
Xenosaga Episode III: Also sprach Zarathustra,PS2,2006,Role-Playing,7.9,Namco  ,Monolith Soft  ,0.09,0.07,0.18,0.02,0.36
Trauma Center: Second Opinion,Wii,2006,Simulation,8.2,Atlus  ,Atlus Co.  ,0.28,0.01,0.03,0.03,0.3500000000000001
Star Ocean: Second Evolution,PSP,2009,Role-Playing,8.0,Square Enix  ,TOSE Software  ,0.14,0.02,0.16,0.02,0.34
Tenchu Z,X360,2007,Action,5.7,Microsoft  ,K2 LLC  ,0.27,0.02,0.02,0.03,0.3400000000000001
Ninja Gaiden: Dragon Sword,DS,2008,Action,8.0,Tecmo  ,Team Ninja  ,0.16,0.01,0.02,0.02,0.21
Lord of Arcana,PSP,2011,Role-Playing,4.7,Square Enix  ,Square Enix  ,0.08,0.05,0.17,0.04,0.34
Dynasty Warriors 6 Empires,PS3,2009,Action,6.4,KOEI  ,Omega Force  ,0.14,0.03,0.15,0.02,0.34
The Eye of Judgment,PS3,2007,Strategy,7.5,Sony Computer Entertainment  ,SCE Japan Studio  ,0.28,0.0,0.02,0.03,0.33000000000000007
Dynasty Warriors: Gundam 2,PS2,2009,Action,4.9,Namco Bandai  ,Omega Force  ,0.04,0.03,0.25,0.01,0.33
Dead or Alive 5,X360,2012,Fighting,7.6,Tecmo Koei  ,Team Ninja  ,0.2,0.08,0.03,0.03,0.3400000000000001
Bomberman World,PS,1998,Puzzle,6.5,Atlus  ,Hudson Soft  ,0.06,0.04,0.22,0.02,0.34
Mega Man ZX Advent,DS,2007,Platform,7.6,Capcom  ,Inti Creates  ,0.22,0.0,0.09,0.02,0.33
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,7.8,Capcom  ,Capcom  ,0.27,0.01,0.02,0.03,0.33000000000000007
Ninja Blade,X360,2009,Action,6.7,Microsoft  ,From Software  ,0.14,0.14,0.02,0.03,0.33000000000000007
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,9.4,Namco  ,Namco  ,0.12,0.1,0.08,0.03,0.32999999999999996
Etrian Odyssey,DS,2007,Role-Playing,7.4,Atlus  ,Atlus Co. / Lancarse  ,0.19,0.03,0.09,0.02,0.33
Fracture,X360,2008,Shooter,4.0,LucasArts  ,Day 1 Studios  ,0.15,0.14,0.0,0.04,0.33
NBA 2K10,PSP,2009,Sports,5.5,2K Sports  ,Visual Concepts  ,0.3,0.0,0.0,0.03,0.32999999999999996
Planet Puzzle League,DS,2007,Puzzle,8.6,Nintendo  ,Intelligent Systems  ,0.14,0.01,0.16,0.01,0.32000000000000006
Classic NES Series: Castlevania,GBA,2004,Platform,7.4,Nintendo  ,Konami  ,0.17,0.06,0.09,0.01,0.33
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,7.9,NIS America  ,Nippon Ichi Software  ,0.09,0.07,0.15,0.02,0.33
Clock Tower 3,PS2,2003,Adventure,7.0,Capcom  ,SunSoft  ,0.1,0.08,0.12,0.03,0.32999999999999996
Resonance of Fate,X360,2010,Role-Playing,7.4,Sega  ,tri-Ace  ,0.12,0.13,0.06,0.03,0.33999999999999997
Kirby: Battle Royale,3DS,2018,Fighting,6.0,Nintendo  ,HAL Laboratory  ,0.07,0.05,0.2,0.01,0.33
Capcom Classics Collection Reloaded,PSP,2006,Misc,7.1,Capcom  ,Capcom  ,0.26,0.0,0.03,0.03,0.32000000000000006
Tokyo Mirage Sessions #FE,WiiU,2016,Role-Playing,8.0,Nintendo  ,Atlus  ,0.17,0.06,0.08,0.02,0.33
Dark Souls: Remastered,NS,2018,Role-Playing,8.8,Bandai Namco Entertainment  ,From Software  ,0.16,0.11,0.03,0.03,0.33000000000000007
Dr. Mario / Puzzle League,GBA,2005,Puzzle,7.5,Nintendo  ,Intelligent Systems  ,0.12,0.04,0.16,0.01,0.33
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,6.5,Square Enix  ,Square Enix  ,0.28,0.0,0.02,0.03,0.33000000000000007
Elebits,Wii,2006,Action,7.3,Konami  ,Konami  ,0.22,0.01,0.08,0.02,0.33
Dead Rising 2: Off the Record,PS3,2011,Action,7.1,Capcom  ,Blue Castle Games  ,0.11,0.08,0.1,0.03,0.32000000000000006
Eternal Sonata,X360,2007,Role-Playing,7.9,Namco Bandai  ,Tri-Crescendo  ,0.19,0.04,0.08,0.02,0.33
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,2011,Role-Playing,7.0,Atlus  ,Atlus Co.  ,0.14,0.04,0.11,0.04,0.33
Operation Flashpoint: Red River,PS3,2011,Shooter,6.8,Codemasters  ,Codemasters  ,0.06,0.14,0.07,0.05,0.32
Final Fantasy XI: Online,PS2,2004,MMO,8.4,Square Enix  ,Square Enix  ,0.08,0.06,0.15,0.02,0.31000000000000005
Bleach: Shattered Blade,Wii,2007,Fighting,5.3,Sega  ,Polygon Magic  ,0.21,0.01,0.08,0.02,0.32
Beautiful Katamari,X360,2007,Puzzle,7.3,Namco Bandai  ,Now Production  ,0.14,0.02,0.15,0.02,0.33
Chibi-Robo! Zip Lash,3DS,2015,Platform,5.5,Nintendo  ,Nintendo  ,0.14,0.09,0.07,0.02,0.32000000000000006
Folklore,PS3,2007,Role-Playing,7.5,Sony Computer Entertainment  ,Game Republic  ,0.2,0.04,0.05,0.03,0.32000000000000006
Test Drive Unlimited,X360,2006,Racing,8.0,Atari  ,Eden Studios  ,0.23,0.04,0.02,0.02,0.31000000000000005
Singularity,X360,2010,Shooter,7.7,Activision  ,Raven Software  ,0.24,0.04,0.0,0.03,0.30999999999999994
BlazBlue: Continuum Shift,X360,2010,Fighting,8.6,Aksys Games  ,Arc System Works  ,0.23,0.04,0.02,0.02,0.31000000000000005
Tales of Phantasia,GBA,2006,Role-Playing,7.0,Nintendo  ,Wolfteam / Namco Tales Studio  ,0.08,0.03,0.17,0.01,0.29000000000000004
Bust-A-Move Universe,3DS,2011,Puzzle,5.6,Square Enix  ,Arika  ,0.08,0.15,0.06,0.02,0.31
Catherine,X360,2011,Puzzle,7.9,Atlus  ,Atlus  ,0.2,0.06,0.03,0.02,0.31000000000000005
Namco Museum: Virtual Arcade,X360,2008,Misc,7.0,Namco Bandai  ,Namco Bandai Games  ,0.27,0.01,0.01,0.02,0.31000000000000005
Fuel,X360,2009,Racing,6.6,Codemasters  ,Asobo Studio  ,0.09,0.18,0.0,0.04,0.31
Dead or Alive: Dimensions,3DS,2011,Fighting,7.8,Tecmo Koei  ,Team Ninja  ,0.13,0.22,0.07,0.03,0.44999999999999996
Mega Man Zero Collection,DS,2010,Platform,7.5,Capcom  ,Inti Creates  ,0.17,0.01,0.11,0.02,0.31000000000000005
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,7.6,Konami  ,Konami  ,0.18,0.02,0.09,0.02,0.31
Silent Hill: Shattered Memories,PSP,2010,Adventure,7.8,Konami  ,Climax Group  ,0.09,0.13,0.01,0.07,0.30000000000000004
NBA Live 08,PSP,2007,Sports,6.8,Electronic Arts  ,EA Canada  ,0.28,0.0,0.0,0.02,0.30000000000000004
Tales of the World: Radiant Mythology,PSP,2007,Role-Playing,7.0,Namco Bandai  ,Alfa System  ,0.17,0.01,0.23,0.02,0.43000000000000005
The King of Fighters XIII,PS3,2011,Fighting,7.8,Atlus  ,SNK Playmore Corporation  ,0.17,0.07,0.04,0.03,0.31000000000000005
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,8.0,Ubisoft  ,Gameloft  ,0.14,0.07,0.07,0.02,0.30000000000000004
Monopoly for Nintendo Switch,NS,2017,Board Game,5.3,Ubisoft  ,Engine Software  ,0.06,0.22,0.01,0.02,0.31000000000000005
Resident Evil Archives: Resident Evil,Wii,2009,Action,7.6,Capcom  ,Capcom Production Studio 4  ,0.16,0.04,0.08,0.02,0.30000000000000004
Magna Carta 2,X360,2009,Role-Playing,6.6,Namco Bandai  ,SoftMax  ,0.13,0.07,0.07,0.02,0.29000000000000004
Dynasty Warriors 6,X360,2008,Action,6.2,KOEI  ,Omega Force  ,0.15,0.06,0.06,0.02,0.29000000000000004
N3: Ninety-Nine Nights,X360,2006,Action,6.3,Microsoft Game Studios  ,Q Entertainment / Phantagram  ,0.2,0.03,0.05,0.02,0.30000000000000004
Naruto to Boruto: Shinobi Striker,PS4,2018,Action,8.5,Bandai Namco Games  ,Soleil Software Studio Inc.  ,0.19,0.03,0.02,0.05,0.29
Dynasty Warriors: Strikeforce,PS3,2010,Action,6.8,Tecmo Koei  ,Omega Force  ,0.11,0.08,0.07,0.03,0.29000000000000004
Wanted: Weapons of Fate,PS3,2009,Shooter,6.2,Warner Bros. Interactive  ,GRIN  ,0.14,0.1,0.01,0.04,0.29
NieR,X360,2010,Role-Playing,6.4,Square Enix  ,Cavia Inc.  ,0.13,0.1,0.04,0.02,0.29000000000000004
Ace Combat: Joint Assault,PSP,2010,Simulation,7.0,Namco Bandai  ,Project ACES  ,0.06,0.05,0.15,0.03,0.29000000000000004
Trace Memory,DS,2005,Adventure,6.5,Nintendo  ,Cing  ,0.15,0.01,0.12,0.01,0.29000000000000004
Trauma Center: New Blood,Wii,2007,Simulation,7.5,Atlus  ,Atlus Co.  ,0.22,0.04,0.01,0.02,0.29000000000000004
Overcooked! 2,NS,2018,Simulation,8.4,Sold Out  ,Ghost Town Games  ,0.17,0.09,0.01,0.03,0.30000000000000004
The Legend of Legacy,3DS,2015,Role-Playing,6.0,Atlus  ,Cattle Call  ,0.14,0.02,0.11,0.02,0.29000000000000004
Majin and the Forsaken Kingdom,PS3,2010,Adventure,7.0,Namco Bandai  ,Game Republic  ,0.09,0.14,0.01,0.05,0.29000000000000004
"Sakura Wars: So Long, My Love",PS2,2010,Role-Playing,8.8,NIS America  ,RED Entertainment  ,0.07,0.05,0.15,0.02,0.29000000000000004
Sengoku Basara: Samurai Heroes,Wii,2010,Action,6.0,Capcom  ,Capcom  ,0.06,0.02,0.2,0.01,0.29000000000000004
Warriors Orochi 2,PSP,2009,Action,5.3,KOEI  ,Omega Force  ,0.06,0.0,0.22,0.01,0.29000000000000004
Dead Rising: Chop Till You Drop,Wii,2009,Action,6.7,Capcom  ,Capcom Production Studio 1 / TOSE Software  ,0.15,0.07,0.05,0.02,0.29000000000000004
Feel the Magic XY/XX,DS,2004,Puzzle,7.7,Sega  ,Sonic Team  ,0.17,0.0,0.1,0.02,0.29000000000000004
Ever Oasis,3DS,2017,Role-Playing,8.1,Nintendo  ,GREZZO  ,0.13,0.08,0.05,0.02,0.28
Shadow Hearts,PS2,2001,Role-Playing,7.0,Midway Games  ,Sacnoth  ,0.09,0.07,0.1,0.02,0.28
DeathSmiles,X360,2010,Shooter,8.0,Aksys Games  ,Cave  ,0.15,0.06,0.05,0.02,0.28
WarioWare Gold,3DS,2018,Misc,8.1,Nintendo  ,Intelligent Systems  ,0.11,0.03,0.13,0.01,0.28
El Shaddai: Ascension of the Metatron,PS3,2011,Action,8.0,Ignition Entertainment  ,Ignition Entertainment  ,0.11,0.07,0.08,0.03,0.29000000000000004
Operation Flashpoint: Red River,X360,2011,Shooter,7.0,Codemasters  ,Codemasters  ,0.1,0.14,0.01,0.03,0.28
Dead to Rights: Retribution,PS3,2010,Shooter,6.0,Namco Bandai  ,Volatile Games  ,0.1,0.12,0.02,0.05,0.29
Mega Man ZX,DS,2006,Platform,8.1,Capcom  ,Inti Creates  ,0.16,0.0,0.1,0.02,0.28
Dead or Alive,PS,1998,Fighting,8.3,Tecmo  ,Team Ninja  ,0.09,0.06,0.1,0.02,0.27
Bayonetta 2,WiiU,2014,Action,9.3,Nintendo  ,PlatinumGames  ,0.37,0.32,0.1,0.06,0.8499999999999999
Okami,Wii,2008,Adventure,9.0,Capcom  ,Ready at Dawn Studios  ,0.43,0.09,0.04,0.05,0.6100000000000001
Patapon 3,PSP,2011,Platform,7.4,Sony Computer Entertainment  ,Pyramid/JAPAN Studio  ,0.05,0.04,0.17,0.02,0.28
Darksiders,PS3,2010,Action,7.8,THQ  ,Vigil Games  ,0.02,0.14,0.02,0.1,0.28
Mister Mosquito,PS2,2002,Shooter,6.6,Eidos Interactive  ,Zoom Inc.  ,0.05,0.04,0.17,0.01,0.27
Virtua Fighter 5 Online,X360,2007,Fighting,9.2,Sega  ,Sega-AM2  ,0.2,0.02,0.03,0.02,0.27
Etrian Mystery Dungeon,3DS,2015,Role-Playing,7.6,Atlus  ,Spike Chunsoft  ,0.11,0.01,0.14,0.01,0.27
Armored Core: Project Phantasma,PS,1998,Simulation,7.2,ASCII Entertainment  ,From Software  ,0.06,0.04,0.15,0.02,0.27
Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,7.5,Sega  ,Sega  ,0.07,0.07,0.12,0.01,0.27
Etrian Odyssey V: Beyond the Myth,3DS,2017,Role-Playing,7.9,Atlus  ,Atlus  ,0.11,0.01,0.14,0.01,0.27
Shadows of the Damned,PS3,2011,Action,7.9,Electronic Arts  ,Grasshopper Manufacture  ,0.11,0.09,0.04,0.03,0.27
Pac-Pix,DS,2005,Puzzle,6.8,Namco  ,Namco  ,0.16,0.0,0.1,0.01,0.27
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,7.4,Square Enix  ,Square Enix  ,0.39,0.02,0.13,0.05,0.5900000000000001
Okami,PS2,2006,Adventure,9.4,Capcom  ,Clover Studio  ,0.11,0.03,0.15,0.34,0.6300000000000001
Red Steel 2,Wii,2010,Shooter,7.8,Ubisoft  ,Ubisoft Paris  ,0.35,0.21,0.01,0.06,0.6299999999999999
Shin Megami Tensei: Nocturne,PS2,2004,Role-Playing,8.0,Atlus  ,Atlus Co.  ,0.07,0.05,0.25,0.02,0.39
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,6.0,Namco Bandai  ,Dimps Corporation  ,0.11,0.04,0.09,0.03,0.27
Suikoden Tierkreis,DS,2009,Role-Playing,7.7,Konami  ,Konami  ,0.09,0.02,0.15,0.01,0.27
R.U.S.E.,X360,2010,Strategy,8.0,Ubisoft  ,Eugen Systems  ,0.12,0.11,0.0,0.02,0.24999999999999997
The World Ends with You: Final Remix,NS,2018,Role-Playing,7.4,Nintendo  ,Square Enix  ,0.14,0.08,0.03,0.02,0.27
Etrian Odyssey: Millennium Girl,3DS,2013,Role-Playing,8.1,Atlus  ,Atlus  ,0.1,0.01,0.14,0.01,0.26
Panzer Dragoon Orta,XB,2003,Shooter,8.8,Sega  ,Smilebit  ,0.16,0.05,0.04,0.01,0.26
King's Field II,PS,1996,Role-Playing,7.3,ASCII Entertainment  ,From Software  ,0.08,0.06,0.11,0.02,0.27
Deadly Premonition,X360,2010,Action,6.0,Ignition Entertainment  ,Access Games  ,0.18,0.06,0.0,0.02,0.26
Stella Glow,3DS,2015,Role-Playing,7.5,Atlus  ,imageepoch Inc.  ,0.17,0.01,0.06,0.02,0.26
Bust A Groove 2,PS,1999,Misc,7.0,Enix  ,Metro  ,0.04,0.03,0.18,0.02,0.27
