Name,Platform,Year,Genre,Critic_Score,Publisher,Developer,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Total_Sales
Chromehounds,X360,2006,Simulation,6.4,Sega  ,From Software  ,0.24,0.0,0.01,0.02,0.27
Samurai Warriors Chronicles,3DS,2011,Action,5.4,Tecmo Koei  ,Omega Force  ,0.12,0.05,0.2,0.01,0.38
Resident Evil: Revelations,X360,2013,Shooter,7.4,Capcom  ,Capcom  ,0.12,0.1,0.02,0.02,0.26
Metroid Prime Pinball,DS,2005,Misc,7.6,Nintendo  ,Fuse Games Limited  ,0.22,0.0,0.02,0.02,0.26
Resident Evil: Deadly Silence,DS,2006,Action,6.7,Capcom  ,Capcom  ,0.11,0.02,0.11,0.01,0.25
Armored Core: Master of Arena,PS,2000,Simulation,7.2,Agetec  ,From Software  ,0.07,0.05,0.13,0.02,0.27
Polarium,DS,2005,Puzzle,7.6,Nintendo  ,Mitchell  ,0.13,0.01,0.11,0.01,0.26
Castlevania: Harmony of Dissonance,GBA,2002,Platform,8.6,Konami  ,Konami Computer Entertainment Tokyo  ,0.16,0.06,0.04,0.0,0.26
Bomberman Generation,GC,2002,Adventure,8.4,Majesco  ,Game Arts  ,0.15,0.04,0.06,0.01,0.26
Game & Wario,WiiU,2013,Party,6.2,Nintendo  ,Intelligent Systems  ,0.06,0.06,0.12,0.01,0.25
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,6.9,Square Enix  ,Square Enix  ,0.13,0.06,0.05,0.02,0.26
Hunted: The Demon's Forge,PS3,2011,Role-Playing,6.1,Bethesda Softworks  ,InXile Entertainment  ,0.12,0.09,0.02,0.03,0.26
Sonic Boom: Fire & Ice,3DS,2016,Platform,6.9,Sega  ,Sanzaru Games  ,0.14,0.08,0.02,0.02,0.26
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,7.0,Namco Bandai  ,Namco Bandai Games  ,0.1,0.06,0.08,0.01,0.25
Sid Meier's Civilization VI,NS,2018,Strategy,9.4,2K Games  ,Firaxis Games  ,0.12,0.11,0.01,0.02,0.26
Dead or Alive Xtreme 2,X360,2006,Sports,5.3,Tecmo  ,Team Ninja  ,0.15,0.02,0.06,0.02,0.24999999999999997
Spirit Camera: The Cursed Memoir,3DS,2012,Action-Adventure,5.7,Nintendo  ,Tecmo Koei Games  ,0.15,0.02,0.06,0.02,0.24999999999999997
Bomberman Tournament,GBA,2001,Puzzle,8.8,Activision  ,Hudson Soft  ,0.1,0.04,0.1,0.01,0.25
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,8.1,NIS America  ,Nippon Ichi Software  ,0.1,0.01,0.12,0.02,0.24999999999999997
Grandia III,PS2,2006,Role-Playing,7.5,Square Enix  ,Game Arts  ,0.12,0.1,0.24,0.03,0.49
Hybrid Heaven,N64,1999,Role-Playing,7.0,Konami  ,KCEO  ,0.16,0.04,0.05,0.0,0.25
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,8.3,Atlus  ,Atlus  ,0.37,0.07,0.27,0.05,0.76
Armored Core 4,X360,2007,Simulation,6.5,Sega  ,From Software  ,0.19,0.01,0.03,0.02,0.25
7th Dragon III Code: VFD,3DS,2016,Role-Playing,7.5,Sega  ,Sega  ,0.06,0.04,0.13,0.01,0.24000000000000002
Virtua Tennis 4,X360,2011,Sports,6.5,Sega  ,Sega-AM2  ,0.12,0.09,0.01,0.02,0.24
Fuel,PS3,2009,Racing,6.6,Codemasters  ,Asobo Studio  ,0.08,0.11,0.0,0.04,0.23
NBA Live 10,PSP,2009,Sports,5.9,EA Sports  ,EA Canada  ,0.21,0.0,0.01,0.02,0.24
Resident Evil Archives: Resident Evil Zero,Wii,2009,Action,5.8,Capcom  ,Capcom Production Studio 4  ,0.13,0.04,0.06,0.01,0.24000000000000002
Valhalla Knights,PSP,2007,Role-Playing,5.2,Xseed Games  ,K2 LLC  ,0.15,0.0,0.07,0.01,0.23
Luminous Arc,DS,2007,Role-Playing,6.8,Atlus  ,imageepoch Inc.  ,0.16,0.0,0.06,0.01,0.23
Avalon Code,DS,2009,Role-Playing,7.1,Marvelous Interactive  ,Matrix Software  ,0.11,0.0,0.12,0.01,0.24
Disney Epic Mickey 2: The Power of Two,WiiU,2012,Platform,5.9,Disney Interactive Studios  ,Junction Point Studios  ,0.13,0.08,0.01,0.02,0.24000000000000002
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2011,Role-Playing,7.0,NIS America  ,Gust  ,0.08,0.01,0.13,0.01,0.23
Dynasty Warriors 6 Empires,X360,2009,Action,6.3,KOEI  ,Omega Force  ,0.16,0.02,0.04,0.02,0.24
Singularity,PS3,2010,Shooter,7.8,Activision  ,Raven Software  ,0.17,0.03,0.01,0.03,0.24000000000000002
Disgaea: Afternoon of Darkness,PSP,2007,Role-Playing,8.7,NIS America  ,Nippon Ichi Software  ,0.15,0.02,0.04,0.02,0.22999999999999998
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,8.0,Sony Computer Entertainment  ,Clap Hanz  ,0.08,0.0,0.13,0.02,0.23
Cross Edge,PS3,2009,Role-Playing,5.4,NIS America  ,Compile Heart  ,0.14,0.02,0.05,0.02,0.23
Attack on Titan 2,NS,2018,Action,7.0,Koei Tecmo  ,Omega Force  ,0.12,0.02,0.08,0.02,0.23999999999999996
Meteos,DS,2005,Puzzle,8.8,Nintendo  ,Q Entertainment  ,0.15,0.01,0.06,0.01,0.23
Dynasty Warriors: Strikeforce,X360,2010,Action,7.3,Tecmo Koei  ,Omega Force  ,0.13,0.06,0.02,0.02,0.22999999999999998
Valkyrie Profile: Covenant of the Plume,DS,2009,Role-Playing,7.5,Square Enix  ,tri-Ace  ,0.22,0.02,0.16,0.02,0.42000000000000004
Lunar Knights,DS,2007,Role-Playing,8.2,Konami  ,Kojima Productions  ,0.17,0.01,0.04,0.01,0.23000000000000004
Valhalla Knights 2,PSP,2008,Role-Playing,5.0,Xseed Games  ,K2 LLC  ,0.09,0.0,0.12,0.01,0.22
Risen 2: Dark Waters,PS3,2012,Role-Playing,5.5,Deep Silver  ,Piranha Bytes  ,0.04,0.14,0.01,0.03,0.22000000000000003
Shin Megami Tensei: Persona 3 Portable,PSP,2010,Role-Playing,8.9,Atlus  ,Atlus Co.  ,0.18,0.07,0.34,0.05,0.6400000000000001
Code Name: S.T.E.A.M.,3DS,2015,Strategy,8.0,Nintendo  ,Intelligent Systems  ,0.14,0.05,0.02,0.02,0.22999999999999998
Breath of Fire,GBA,2001,Role-Playing,7.8,Capcom  ,Capcom  ,0.11,0.04,0.06,0.0,0.21
Attack on Titan 2,PS4,2018,Action,7.8,Koei Tecmo  ,Omega Force  ,0.09,0.04,0.06,0.03,0.22
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,7.3,Bandai  ,Aki Corporation  ,0.03,0.02,0.17,0.01,0.23000000000000004
Life Is Strange: Before the Storm,PS4,2018,Adventure,7.5,Square Enix  ,Deck Nine  ,0.11,0.06,0.02,0.03,0.21999999999999997
Resident Evil: Revelations,WiiU,2013,Shooter,7.5,Capcom  ,Capcom  ,0.09,0.08,0.03,0.02,0.21999999999999997
Dragon Quest Builders: Revive Alefgard,NS,2018,Role-Playing,8.0,Square Enix  ,Square Enix  ,0.07,0.07,0.07,0.01,0.22000000000000003
Kartia: The Word of Fate,PS,1998,Strategy,7.9,Atlus  ,Atlus Co.  ,0.05,0.03,0.12,0.01,0.21000000000000002
Tropico 3,X360,2010,Strategy,7.7,Kalypso  ,Haemimont Games  ,0.15,0.02,0.03,0.01,0.21
Hunted: The Demon's Forge,X360,2011,Role-Playing,6.0,Bethesda Softworks  ,InXile Entertainment  ,0.13,0.07,0.0,0.02,0.22
Afrika,PS3,2009,Adventure,6.0,Natsume  ,Rhino Studios  ,0.12,0.0,0.08,0.01,0.21000000000000002
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,6.8,Namco Bandai  ,Namco Tales Studio  ,0.21,0.05,0.24,0.02,0.52
Phantasy Star 0,DS,2009,Role-Playing,7.5,Sega  ,Sonic Team  ,0.16,0.0,0.2,0.01,0.37
Fate/Extella: The Umbral Star,NS,2017,Action,8.0,Xseed Games  ,Marvelous Entertainment  ,0.1,0.06,0.04,0.02,0.22
Radiant Historia: Perfect Chronology,3DS,2018,Role-Playing,8.1,Atlus  ,Atlus  ,0.11,0.03,0.06,0.01,0.21000000000000002
50 Cent: Blood on the Sand,X360,2009,Shooter,7.3,THQ  ,Swordfish Studios  ,0.12,0.07,0.0,0.02,0.21
Tekken 3D: Prime Edition,3DS,2012,Fighting,6.5,Namco Bandai  ,Namco Bandai Games  ,0.06,0.08,0.05,0.01,0.2
Vampire Rain,X360,2007,Action,3.9,AQ Interactive  ,Artoon  ,0.18,0.0,0.01,0.02,0.21
Blue Dragon Plus,DS,2009,Role-Playing,6.5,Ignition Entertainment  ,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.  ,0.12,0.03,0.05,0.01,0.21000000000000002
Dead to Rights: Retribution,X360,2010,Shooter,5.7,Namco Bandai  ,Volatile Games  ,0.11,0.08,0.0,0.02,0.21
Tenchu: Shadow Assassins,Wii,2009,Action,7.0,Ubisoft  ,Acquire  ,0.15,0.01,0.03,0.01,0.2
Final Fight One,GBA,2001,Fighting,8.2,Capcom  ,Capcom  ,0.09,0.03,0.08,0.0,0.2
Kung Fu Rider,PS3,2010,Action,4.3,Sony Computer Entertainment  ,SCE Japan Studio  ,0.06,0.1,0.01,0.04,0.21000000000000002
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,5.0,Ubisoft  ,Arkane Studios / Floodgate Entertainment / Kuju Entertainment  ,0.16,0.02,0.01,0.02,0.21
Infinite Space,DS,2010,Role-Playing,7.2,Sega  ,PlatinumGames / Nude Maker  ,0.06,0.05,0.07,0.01,0.19
DanceMasters,X360,2010,Misc,6.2,Konami  ,GCP1  ,0.15,0.02,0.02,0.01,0.19999999999999998
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,6.1,Namco Bandai  ,Bandai Namco Games  ,0.12,0.03,0.03,0.02,0.19999999999999998
Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1997,Role-Playing,7.6,Atlus  ,Quest Corporation  ,0.06,0.04,0.09,0.01,0.2
Warriors Orochi,PSP,2008,Action,6.4,KOEI  ,Omega Force / Koei Canada  ,0.02,0.0,0.18,0.0,0.19999999999999998
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,6.6,D3 Publisher  ,Vicious Cycle  ,0.06,0.04,0.08,0.02,0.19999999999999998
Disgaea 5 Complete,NS,2017,Role-Playing,9.0,NIS America  ,Nippon Ichi Software  ,0.15,0.11,0.05,0.02,0.33
Rise of Nightmares,X360,2011,Action,5.5,Sega  ,Sega  ,0.28,0.13,0.01,0.04,0.46
Ridge Racer 6,X360,2005,Racing,7.9,Namco  ,Namco  ,0.1,0.02,0.07,0.01,0.2
Dante's Inferno,PSP,2010,Action,6.6,Electronic Arts  ,Visceral Games  ,0.12,0.04,0.01,0.02,0.19
Arcana Heart 3,PS3,2014,Fighting,7.0,Aksys Games  ,Examu Inc.  ,0.04,0.05,0.1,0.02,0.21
Solatorobo: Red the Hunter,DS,2011,Role-Playing,7.6,Xseed Games  ,CyberConnect2  ,0.08,0.04,0.07,0.01,0.2
Armored Core 4,PS3,2007,Simulation,6.6,Sega  ,From Software  ,0.09,0.0,0.09,0.01,0.19
No More Heroes: Heroes' Paradise,PS3,2011,Action,7.4,Konami  ,FeelPlus  ,0.1,0.04,0.04,0.02,0.2
Mana Khemia 2: Fall of Alchemy,PS2,2009,Role-Playing,8.2,NIS America  ,Gust  ,0.07,0.05,0.05,0.02,0.19
Dead or Alive Paradise,PSP,2010,Misc,4.5,Tecmo  ,Team Ninja  ,0.08,0.02,0.07,0.02,0.19
Pac-Man & Galaga Dimensions,3DS,2011,Action,5.7,Namco Bandai  ,Namco Bandai Games  ,0.1,0.04,0.04,0.01,0.19000000000000003
Valkyria Chronicles 4,NS,2018,Strategy,8.6,Sega  ,Sega  ,0.12,0.04,0.02,0.02,0.19999999999999998
Dynasty Warriors: Gundam 2,X360,2009,Action,5.6,Namco Bandai  ,Omega Force  ,0.07,0.03,0.08,0.01,0.19
Space Invaders Extreme 2,DS,2009,Shooter,8.1,Taito  ,Taito Corporation  ,0.17,0.01,0.0,0.01,0.19000000000000003
Majin and the Forsaken Kingdom,X360,2010,Adventure,7.0,Namco Bandai  ,Game Republic  ,0.14,0.03,0.0,0.01,0.18000000000000002
Project X Zone 2,3DS,2016,Role-Playing,6.6,Namco Bandai Games  ,Monolith Soft  ,0.06,0.04,0.09,0.01,0.2
Captain Toad: Treasure Tracker,3DS,2018,Puzzle,8.5,Nintendo  ,Nintendo EPD  ,0.06,0.04,0.08,0.01,0.19
Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,7.2,Namco Bandai  ,Monolith Soft  ,0.12,0.02,0.21,0.01,0.36
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,8.1,Square Enix  ,tri-Ace  ,0.17,0.01,0.16,0.02,0.36000000000000004
50 Cent: Blood on the Sand,PS3,2009,Shooter,7.2,THQ  ,Swordfish Studios  ,0.1,0.06,0.01,0.03,0.2
Street Fighter 30th Anniversary Collection,NS,2018,Fighting,8.5,Capcom  ,Capcom  ,0.12,0.04,0.01,0.02,0.19
Armored Core: For Answer,PS3,2008,Simulation,6.1,Ubisoft  ,From Software  ,0.06,0.02,0.1,0.01,0.19
Dynasty Warriors Gundam,X360,2007,Action,6.0,Namco Bandai  ,Omega Force  ,0.15,0.01,0.02,0.01,0.19
Tekken Tag Tournament 2,WiiU,2012,Fighting,8.1,Namco Bandai Games  ,Bandai Namco Games  ,0.09,0.07,0.01,0.01,0.18000000000000002
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,6.7,D3 Publisher  ,Vicious Cycle  ,0.1,0.04,0.03,0.01,0.18000000000000002
Shadows of the Damned,X360,2011,Action,7.6,Electronic Arts  ,Grasshopper Manufacture  ,0.1,0.06,0.01,0.02,0.19
Samurai Warriors: State of War,PSP,2006,Action,6.5,KOEI  ,Omega Force  ,0.07,0.0,0.11,0.01,0.19
The Munchables,Wii,2009,Action,8.0,Namco Bandai  ,Namco Bandai Games  ,0.17,0.0,0.0,0.01,0.18000000000000002
Disgaea DS,DS,2008,Role-Playing,8.0,NIS America  ,Nippon Ichi Software  ,0.11,0.01,0.05,0.01,0.18
Ar tonelico 2: Melody of Metafalica,PS2,2009,Role-Playing,7.2,NIS America  ,Gust  ,0.04,0.03,0.11,0.01,0.19
Call of Juarez,X360,2007,Shooter,6.9,Ubisoft  ,Techland  ,0.14,0.02,0.0,0.01,0.17
Resident Evil: Revelations,PS4,2017,Action,7.2,Capcom  ,Capcom  ,0.06,0.06,0.04,0.02,0.18
Metal Gear Ac!d 2,PSP,2006,Strategy,8.3,Konami  ,Kojima Productions  ,0.11,0.01,0.05,0.01,0.18
Trinity Universe,PS3,2010,Role-Playing,6.2,NIS America  ,Nippon Ichi Software / Gust  ,0.07,0.06,0.03,0.02,0.18
Naruto Shippuden: Dragon Blade Chronicles,Wii,2010,Action,4.3,Atlus  ,8ing/Raizing  ,0.11,0.02,0.05,0.01,0.19
Dynasty Warriors: Gundam 3,X360,2011,Action,6.5,Tecmo Koei  ,Omega Force  ,0.11,0.03,0.02,0.01,0.17
Velvet Assassin,X360,2009,Shooter,5.3,SouthPeak Interactive  ,Replay Studios  ,0.14,0.02,0.01,0.01,0.18000000000000002
Let's TAP,Wii,2009,Misc,7.0,Sega  ,PROPE  ,0.08,0.06,0.01,0.02,0.17
Final Fantasy Fables: Chocobo Tales,DS,2007,Adventure,7.4,Square Enix  ,High Horse Entertainment  ,0.1,0.01,0.12,0.01,0.24
The Cursed Crusade,PS3,2011,Action,4.0,Atlus  ,Kylotonn Entertainment  ,0.07,0.07,0.01,0.02,0.17
Clock Tower II: The Struggle Within,PS,1999,Adventure,4.4,Agetec  ,Human Entertainment  ,0.02,0.01,0.12,0.01,0.16
Bomberman Land,Wii,2008,Misc,6.0,Hudson Soft  ,Hudson Soft  ,0.11,0.02,0.03,0.01,0.17
Lost Kingdoms,GC,2002,Role-Playing,7.3,Activision  ,From Software  ,0.1,0.02,0.04,0.0,0.16
Zoo Keeper,DS,2005,Puzzle,7.2,Ignition Entertainment  ,"Buddiez, Inc.  ",0.1,0.01,0.05,0.01,0.17
Cubivore: Survival of the Fittest,GC,2002,Adventure,7.1,Atlus  ,Saru Brunei / Intelligent Systems  ,0.01,0.0,0.15,0.0,0.16
Castlevania Judgment,Wii,2008,Fighting,4.6,Konami  ,Konami / Eighting  ,0.12,0.02,0.01,0.01,0.16
Clash of the Titans: The Videogame,X360,2010,Action,3.8,Namco Bandai  ,Game Republic  ,0.08,0.06,0.0,0.02,0.16
Guilty Gear Judgment,PSP,2006,Fighting,7.5,Majesco  ,Arc System Works  ,0.13,0.0,0.02,0.01,0.16
El Shaddai: Ascension of the Metatron,X360,2011,Action,8.0,Ignition Entertainment  ,Ignition Entertainment  ,0.07,0.05,0.03,0.01,0.16000000000000003
Marble Saga: Kororinpa,Wii,2009,Puzzle,7.4,Konami  ,Hudson Soft  ,0.09,0.05,0.0,0.01,0.15000000000000002
The King of Fighters XII,PS3,2009,Fighting,6.0,Ignition Entertainment  ,SNK Playmore Corporation  ,0.11,0.01,0.03,0.01,0.16
Klonoa,Wii,2009,Platform,7.6,Namco Bandai  ,Paon Corporation  ,0.1,0.02,0.03,0.01,0.16000000000000003
Innocent Life: A Futuristic Harvest Moon,PSP,2007,Simulation,6.5,Natsume  ,ArtePiazza  ,0.08,0.03,0.03,0.02,0.16
3D Dot Game Heroes,PS3,2010,Role-Playing,7.5,Atlus  ,Silicon Studio  ,0.36,0.12,0.03,0.07,0.5800000000000001
Final Fantasy Fables: Chocobo's Dungeon,Wii,2008,Role-Playing,7.4,Square Enix  ,High Horse Entertainment  ,0.09,0.0,0.11,0.01,0.21000000000000002
Final Fantasy II Anniversary Edition,PSP,2007,Role-Playing,6.5,Square Enix  ,Square Enix  ,0.36,0.03,0.07,0.05,0.51
Custom Robo Arena,DS,2007,Fighting,7.4,Nintendo  ,Noise Inc.  ,0.01,0.02,0.12,0.0,0.15
Konami Krazy Racers,GBA,2001,Racing,7.7,Konami  ,KCEK  ,0.09,0.03,0.04,0.0,0.16
Dragon Ball: Origins 2,DS,2010,Action,6.9,Namco Bandai  ,Game Republic  ,0.05,0.02,0.08,0.01,0.16000000000000003
Naruto Powerful Shippuden,3DS,2013,Action-Adventure,8.0,Namco Bandai Games  ,Namco Bandai Games  ,0.08,0.02,0.04,0.01,0.15000000000000002
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action-Adventure,7.2,Konami Digital Entertainment  ,Mercury Steam  ,0.04,0.08,0.03,0.01,0.16
Arcana Heart,PS2,2008,Fighting,8.1,Atlus  ,Examu Inc.  ,0.06,0.05,0.04,0.02,0.16999999999999998
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,2018,Role-Playing,7.5,Nintendo  ,Monolith Soft  ,0.08,0.05,0.02,0.01,0.16
Gravity Rush Remastered,PS4,2016,Action-Adventure,7.9,Sony Computer Entertainment  ,Bluepoint Games  ,0.02,0.06,0.05,0.02,0.15
Fist of the North Star: Ken's Rage,X360,2010,Action,5.4,Tecmo Koei  ,Tecmo Koei Games  ,0.07,0.02,0.06,0.01,0.16000000000000003
Project Sylpheed: Arc of Deception,X360,2007,Shooter,6.7,Microsoft  ,Game Arts / Seta Corporation  ,0.12,0.01,0.02,0.01,0.16
Space Invaders Extreme,DS,2008,Shooter,8.3,Square Enix  ,Taito Corporation  ,0.12,0.01,0.01,0.01,0.15000000000000002
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,6.1,EA Sports  ,EA Canada  ,0.11,0.02,0.01,0.01,0.15000000000000002
Etrian Odyssey IV: Legends of the Titan,3DS,2013,Role-Playing,8.2,Atlus  ,Atlus Co.  ,0.12,0.06,0.21,0.02,0.41000000000000003
Tales of the Abyss,3DS,2012,Role-Playing,7.3,Namco Bandai  ,Namco Tales Studio  ,0.45,0.2,0.15,0.06,0.8600000000000001
Theatrhythm: Final Fantasy,3DS,2012,Misc,7.8,Square Enix  ,Jupiter Multimedia  ,0.22,0.07,0.18,0.03,0.5
Armored Core: For Answer,X360,2008,Simulation,6.5,Ubisoft  ,From Software  ,0.06,0.01,0.07,0.01,0.15000000000000002
Gear.Club Unlimited,NS,2017,Racing,6.1,Microids  ,Eden Games  ,0.1,0.03,0.01,0.01,0.15000000000000002
Metroid Prime: Federation Force,3DS,2016,Action,6.3,Nintendo  ,Next Level Games  ,0.08,0.02,0.03,0.01,0.14
Cave Story 3D,3DS,2011,Platform,8.2,NIS America  ,Nicalis  ,0.09,0.03,0.01,0.01,0.14
Victorious Boxers: Revolution,Wii,2007,Fighting,5.8,Xseed Games  ,Cavia Inc.  ,0.07,0.0,0.06,0.01,0.14
TRINITY: Souls of Zill O'll,PS3,2011,Role-Playing,5.5,Tecmo Koei  ,Omega Force  ,0.06,0.03,0.03,0.01,0.13
X-Blades,X360,2009,Action,6.0,SouthPeak Interactive  ,Gaijin Entertainment  ,0.1,0.02,0.02,0.01,0.15000000000000002
Just Cause,X360,2006,Action,7.3,Eidos Interactive  ,Avalanche Studios  ,0.1,0.03,0.01,0.01,0.15000000000000002
Secret Agent Clank,PSP,2008,Platform,7.0,Sony Computer Entertainment  ,High Impact Games  ,0.04,0.04,0.04,0.02,0.13999999999999999
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2003,Fighting,8.0,Bandai  ,Aki Corporation  ,0.04,0.01,0.08,0.0,0.13
Rodea the Sky Soldier,WiiU,2015,Action-Adventure,7.0,NIS America  ,Kadokawa Games  ,0.1,0.02,0.01,0.01,0.14
Metal Slug 7,DS,2008,Shooter,6.9,Ignition Entertainment  ,SNK Playmore Corporation  ,0.12,0.0,0.01,0.01,0.14
Metal Gear Solid V: Ground Zeroes,X360,2014,Action-Adventure,8.3,Konami Digital Entertainment  ,Kojima Productions  ,0.06,0.05,0.01,0.01,0.13
Naruto Shippuden: Kizuna Drive,PSP,2011,Action,7.0,Namco Bandai  ,Bandai Namco Games  ,0.04,0.03,0.05,0.02,0.14
X-Blades,PS3,2009,Action,5.9,SouthPeak Interactive  ,Gaijin Entertainment  ,0.07,0.03,0.02,0.01,0.13
BlazBlue: Continuum Shift II,PSP,2011,Fighting,7.5,Aksys Games  ,Arc System Works  ,0.03,0.02,0.07,0.01,0.13
Rumble Roses XX,X360,2006,Fighting,6.5,Konami  ,Yuke's Future Media Creators  ,0.07,0.01,0.04,0.01,0.13
Little King's Story,Wii,2009,Strategy,8.5,Xseed Games  ,Cing Inc. / Town Factory  ,0.14,0.11,0.02,0.02,0.29000000000000004
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,5.3,D3 Publisher  ,Vicious Cycle  ,0.09,0.02,0.0,0.01,0.12
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,5.5,D3 Publisher  ,Vicious Cycle  ,0.1,0.01,0.0,0.01,0.12
Echo Night,PS,1999,Adventure,6.3,Agetec  ,From Software  ,0.03,0.02,0.07,0.01,0.13
Undead Knights,PSP,2009,Action,6.6,Tecmo  ,Team Tachyon  ,0.05,0.01,0.06,0.01,0.13
Tenchu: Shadow Assassins,PSP,2009,Action,7.5,Ubisoft  ,From Software  ,0.03,0.03,0.05,0.01,0.12
The Sky Crawlers: Innocent Aces,Wii,2010,Simulation,7.3,Xseed Games  ,Project ACES  ,0.08,0.02,0.01,0.01,0.12
Lost in Shadow,Wii,2011,Platform,6.7,Hudson Soft  ,Hudson Soft  ,0.09,0.0,0.01,0.01,0.10999999999999999
The King of Fighters XII,X360,2009,Fighting,6.4,Ignition Entertainment  ,SNK Playmore Corporation  ,0.09,0.0,0.01,0.01,0.10999999999999999
Mana Khemia: Student Alliance,PSP,2009,Role-Playing,3.2,Nippon Ichi Software  ,Gust  ,0.06,0.0,0.03,0.01,0.09999999999999999
Calling,Wii,2010,Adventure,4.8,Hudson Soft  ,Hudson Soft  ,0.06,0.04,0.0,0.01,0.11
BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,7.9,Aksys Games  ,Arc System Works  ,0.07,0.01,0.03,0.01,0.12
Odama,GC,2006,Misc,6.5,Nintendo  ,VIVARIUM Inc.  ,0.07,0.02,0.02,0.0,0.11000000000000001
Prinny: Can I Really Be the Hero?,PSP,2009,Platform,7.2,NIS America  ,Nippon Ichi Software  ,0.04,0.01,0.05,0.01,0.11
BlazBlue: Continuum Shift II,3DS,2011,Fighting,6.0,Aksys Games  ,Arc System Works  ,0.05,0.02,0.04,0.01,0.12000000000000001
Ys VIII: Lacrimosa of Dana,NS,2018,Role-Playing,8.5,NIS America  ,Nihon Falcom Corporation  ,0.03,0.03,0.03,0.01,0.09999999999999999
Carnage Heart,PS,1997,Strategy,7.1,Sony Computer Entertainment  ,ArtDink  ,0.01,0.01,0.09,0.01,0.12
JU-ON: The Grudge,Wii,2009,Adventure,4.0,Xseed Games  ,FeelPlus  ,0.07,0.01,0.01,0.01,0.09999999999999999
Baten Kaitos Origins,GC,2006,Role-Playing,7.5,Nintendo  ,tri-Crescendo / Monolith Soft  ,0.06,0.02,0.02,0.0,0.1
Bullet Witch,X360,2007,Shooter,6.6,Atari  ,Cavia Inc.  ,0.07,0.01,0.02,0.01,0.11
Opoona,Wii,2008,Role-Playing,6.4,KOEI  ,ArtePiazza  ,0.08,0.0,0.01,0.01,0.09999999999999999
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,7.2,Atari  ,Dimps Corporation  ,0.19,0.09,0.08,0.07,0.43000000000000005
Dead or Alive 5 Last Round,XOne,2015,Fighting,7.5,Tecmo Koei  ,Team Ninja  ,0.05,0.03,0.01,0.01,0.09999999999999999
Blue Dragon: Awakened Shadow,DS,2010,Role-Playing,5.7,D3 Publisher  ,Mistwalker Corporation / tri-Crescendo / Bird Studio  ,0.06,0.0,0.03,0.0,0.09
Shadow Tower,PS,1999,Role-Playing,5.7,Agetec  ,From Software  ,0.01,0.01,0.07,0.01,0.1
Steel Battalion,XB,2002,Simulation,7.7,Capcom  ,"Capcom Production Studio 4 / Nude Maker Co., Ltd.  ",0.05,0.02,0.02,0.0,0.09000000000000001
Arcania: Gothic 4,X360,2010,Role-Playing,6.2,JoWood Productions  ,Spellbound Entertainment AG  ,0.04,0.04,0.01,0.01,0.09999999999999999
Space Invaders Extreme,PSP,2008,Shooter,8.2,Square Enix  ,"GULTI co.,ltd.  ",0.06,0.02,0.01,0.01,0.09999999999999999
Last Rebellion,PS3,2010,Role-Playing,4.8,NIS America  ,Hit Maker  ,0.06,0.01,0.01,0.01,0.08999999999999998
Ridge Racer 3D,3DS,2011,Racing,7.4,Namco Bandai  ,Namco Bandai Games  ,0.19,0.16,0.12,0.03,0.5
Mystic Heroes,GC,2002,Action,6.8,KOEI  ,Koei  ,0.03,0.01,0.04,0.0,0.08
Battle Fantasia,X360,2008,Fighting,7.0,Aksys Games  ,Arc System Works  ,0.07,0.0,0.01,0.01,0.09
NBA 2K18,PS3,2017,Sports,7.0,2K Sports  ,Visual Concepts  ,0.06,0.01,0.01,0.01,0.08999999999999998
Theme Hospital,PS,1998,Strategy,7.2,Electronic Arts  ,Krisalis Software  ,0.03,0.02,0.03,0.01,0.09
Killer7,PS2,2005,Action,6.5,Capcom  ,Grasshopper Manufacture  ,0.04,0.03,0.0,0.01,0.08
Heroes of Mana,DS,2007,Strategy,6.4,Square Enix  ,Brownie Brown  ,0.07,0.01,0.05,0.01,0.14
